algorithm_name,env_n,size,best_solution,H,states,time
SA,15,10,"[2, 0, 5, 9, 4, 1, 3, 8, 6, 1]",1,457,0.0018642629993337323
SA,16,10,"[1, 5, 2, 9, 3, 0, 8, 4, 0, 7]",1,457,0.0017776840004444239
SA,17,10,"[2, 9, 7, 0, 3, 8, 6, 1, 9, 5]",1,457,0.0025477890003458015
SA,18,10,"[6, 3, 0, 2, 9, 5, 1, 4, 9, 7]",2,457,0.00215763699998206
SA,19,10,"[0, 2, 6, 1, 7, 5, 3, 9, 4, 8]",1,457,0.002092907999212912
SA,20,10,"[2, 5, 8, 1, 4, 0, 9, 6, 1, 3]",1,457,0.0017985240001507918
SA,21,10,"[5, 9, 1, 6, 8, 2, 0, 7, 9, 4]",1,457,0.0017892639998535742
SA,22,10,"[9, 6, 2, 5, 1, 8, 4, 0, 7, 3]",1,457,0.0021341870005926467
SA,23,10,"[1, 4, 6, 3, 0, 7, 4, 2, 5, 8]",1,457,0.0020915279992550495
SA,24,10,"[9, 3, 0, 8, 1, 5, 2, 0, 7, 4]",1,457,0.0018947419994219672
SA,25,10,"[1, 4, 8, 0, 0, 7, 5, 2, 6, 9]",1,457,0.0027125749993501813
SA,26,10,"[3, 5, 7, 2, 6, 8, 1, 4, 0, 9]",1,457,0.0018521330002840841
SA,27,10,"[4, 6, 9, 0, 5, 1, 8, 2, 7, 3]",1,457,0.0017640039995967527
SA,28,10,"[6, 8, 2, 0, 9, 3, 1, 9, 7, 5]",1,457,0.0017685849998088088
SA,29,10,"[7, 2, 6, 1, 9, 0, 0, 4, 8, 5]",1,457,0.0017751739997038385
random,0,10,"[4, 7, 1, 2, 6, 8, 3, 0, 8, 5]",2,100001,0.5867950949996157
random,1,10,"[6, 9, 5, 1, 8, 4, 7, 9, 3, 2]",2,100001,0.5938898209997205
random,2,10,"[1, 5, 7, 9, 3, 0, 2, 4, 8, 6]",1,100001,0.6066528260007544
random,3,10,"[0, 2, 7, 9, 0, 8, 4, 1, 3, 5]",2,100001,0.5961416540003484
random,4,10,"[9, 9, 2, 5, 1, 6, 0, 6, 4, 7]",2,100001,0.5952921699999933
random,5,10,"[6, 3, 9, 2, 8, 5, 2, 4, 1, 7]",2,100001,0.6083780669996486
random,6,10,"[1, 4, 7, 9, 0, 3, 8, 6, 5, 2]",1,100001,0.5945105880000483
random,7,10,"[5, 1, 4, 6, 3, 9, 2, 8, 0, 3]",2,100001,0.6047385609999765
random,8,10,"[7, 4, 1, 8, 0, 3, 8, 2, 5, 9]",1,100001,0.6000640339998426
random,9,10,"[4, 7, 1, 3, 9, 0, 3, 8, 2, 5]",1,100001,0.5928511389993218
random,10,10,"[7, 5, 1, 6, 9, 0, 4, 4, 8, 3]",1,100001,0.5955334410000432
random,11,10,"[2, 6, 9, 3, 7, 4, 2, 8, 5, 1]",2,100001,0.608416653999484
random,12,10,"[8, 3, 7, 4, 1, 6, 9, 5, 2, 4]",2,100001,0.6182064759996138
random,13,10,"[2, 4, 5, 7, 9, 3, 6, 8, 1, 8]",2,100001,0.6080528450002021
random,14,10,"[2, 4, 7, 0, 0, 9, 5, 8, 8, 1]",2,100001,0.603401956000198
random,15,10,"[5, 2, 7, 3, 6, 9, 1, 4, 0, 8]",1,100001,0.613230109000142
random,16,10,"[2, 7, 3, 1, 9, 5, 8, 0, 4, 0]",2,100001,0.6173279439999533
random,17,10,"[8, 4, 7, 1, 8, 5, 0, 6, 9, 2]",1,100001,0.6233480320006493
random,18,10,"[7, 0, 2, 5, 8, 0, 9, 4, 1, 7]",2,100001,0.6230003990003752
random,19,10,"[5, 1, 4, 7, 3, 6, 9, 2, 0, 5]",1,100001,0.6219500790002712
random,20,10,"[4, 7, 9, 2, 9, 1, 3, 0, 8, 6]",2,100001,0.6225926460001574
random,21,10,"[7, 3, 1, 8, 0, 5, 9, 1, 6, 4]",2,100001,0.597262344000228
random,22,10,"[5, 8, 6, 3, 0, 7, 1, 4, 2, 9]",1,100001,0.5882773839994115
random,23,10,"[6, 1, 9, 7, 3, 0, 2, 5, 9, 4]",2,100001,0.5888614630002849
random,24,10,"[8, 0, 3, 7, 9, 2, 6, 4, 1, 5]",1,100001,0.5997616129998278
random,25,10,"[8, 2, 0, 6, 0, 5, 1, 9, 7, 3]",1,100001,0.6038121400006276
random,26,10,"[8, 3, 1, 9, 7, 2, 0, 3, 6, 0]",2,100001,0.5856456450001133
random,27,10,"[5, 2, 6, 9, 7, 1, 4, 0, 8, 4]",1,100001,0.5892059520001567
random,28,10,"[5, 1, 7, 9, 2, 6, 8, 3, 0, 4]",1,100001,0.6142550790000314
random,29,10,"[0, 6, 4, 7, 1, 8, 9, 5, 3, 8]",2,100001,0.5884250070002963
GA,0,12,"[4, 0, 3, 5, 9, 11, 1, 10, 6, 7, 2, 8]",2,297,0.0017101350003940752
GA,1,12,"[7, 1, 10, 6, 2, 9, 11, 8, 3, 4, 0, 5]",1,45867,0.2557709060001798
GA,2,12,"[5, 11, 8, 6, 4, 2, 0, 9, 3, 10, 1, 7]",1,2845,0.01588960099979886
GA,3,12,"[6, 8, 2, 11, 3, 7, 10, 4, 0, 1, 5, 9]",1,9901,0.054077132000202255
GA,4,12,"[8, 5, 7, 2, 0, 11, 9, 4, 6, 3, 10, 1]",1,3041,0.0175550869998915
GA,5,12,"[11, 8, 6, 4, 1, 3, 0, 9, 7, 5, 10, 2]",1,983,0.0055259279997699196
GA,6,12,"[1, 4, 2, 11, 8, 5, 3, 0, 10, 7, 9, 6]",1,5589,0.03822359100013273
GA,7,12,"[3, 10, 4, 11, 9, 0, 2, 8, 6, 1, 7, 5]",1,2453,0.013720914000259654
GA,8,12,"[8, 1, 9, 2, 5, 10, 0, 7, 4, 11, 3, 6]",1,1473,0.011418140000387211
GA,9,12,"[11, 6, 4, 2, 5, 7, 10, 1, 3, 9, 0, 8]",2,150001,0.8054243110000243
GA,10,12,"[4, 6, 1, 3, 5, 11, 8, 10, 7, 2, 0, 9]",1,1179,0.008793651999440044
GA,11,12,"[7, 5, 9, 2, 1, 10, 8, 11, 4, 0, 6, 3]",5,150001,0.7942222250003397
GA,12,12,"[4, 1, 8, 10, 5, 0, 6, 9, 11, 2, 7, 3]",1,885,0.0051455869997880654
GA,13,12,"[10, 7, 0, 4, 2, 9, 11, 6, 1, 3, 5, 8]",1,787,0.0046163870001691976
GA,14,12,"[9, 1, 8, 4, 0, 10, 5, 11, 2, 7, 3, 6]",1,885,0.004958631000590685
GA,15,12,"[11, 4, 9, 5, 8, 2, 0, 6, 1, 7, 10, 3]",1,3531,0.018572635999589693
GA,16,12,"[9, 1, 3, 5, 2, 8, 10, 4, 7, 11, 0, 6]",1,45083,0.252729681999881
GA,17,12,"[7, 5, 0, 9, 6, 10, 3, 1, 8, 4, 11, 2]",1,689,0.004704144999777782
GA,18,12,"[6, 8, 1, 4, 0, 5, 10, 9, 11, 2, 7, 3]",1,53413,0.2981702659999428
GA,19,12,"[8, 1, 5, 10, 6, 0, 9, 11, 4, 2, 7, 3]",1,33323,0.1807618390002972
GA,20,12,"[1, 5, 10, 8, 11, 4, 2, 0, 6, 9, 7, 3]",1,689,0.0041736459997991915
GA,21,12,"[1, 11, 5, 2, 0, 7, 6, 9, 4, 8, 10, 3]",10,150001,0.7946460539997133
GA,22,12,"[11, 5, 3, 9, 4, 8, 0, 2, 6, 1, 7, 10]",1,1081,0.00870356600080413
GA,23,12,"[1, 6, 4, 9, 0, 10, 3, 7, 11, 2, 8, 5]",1,26169,0.14209905700045056
GA,24,12,"[3, 8, 6, 4, 9, 1, 11, 7, 10, 2, 0, 5]",1,1179,0.006758462999641779
GA,25,12,"[11, 3, 8, 7, 4, 2, 0, 6, 1, 10, 5, 9]",1,113879,0.600113918999341
GA,26,12,"[8, 1, 9, 7, 3, 10, 2, 5, 11, 0, 4, 6]",1,5589,0.029489185000784346
GA,27,12,"[11, 4, 8, 0, 7, 9, 5, 6, 2, 1, 10, 3]",10,150001,0.7895820290004849
GA,28,12,"[4, 2, 11, 9, 6, 3, 0, 10, 1, 8, 5, 7]",1,689,0.00389567199999874
GA,29,12,"[7, 1, 10, 6, 0, 3, 8, 4, 9, 11, 5, 2]",1,25875,0.13509616700048355
HC,0,12,"[5, 10, 1, 7, 0, 2, 0, 8, 6, 11, 3, 11]",2,804,0.003906831999302085
HC,1,12,"[11, 7, 11, 2, 0, 5, 3, 9, 6, 10, 8, 1]",2,670,0.0032188960003622924
HC,2,12,"[11, 6, 0, 2, 5, 7, 2, 10, 8, 1, 4, 4]",2,670,0.0031986260000849143
HC,3,12,"[4, 2, 11, 5, 7, 10, 8, 6, 1, 3, 0, 9]",2,536,0.002724784999372787
HC,4,12,"[10, 4, 9, 0, 2, 7, 1, 11, 0, 8, 3, 5]",1,938,0.004808093000065128
HC,5,12,"[9, 2, 5, 7, 1, 11, 8, 6, 0, 3, 10, 4]",0,1072,0.005322842000168748
HC,6,12,"[0, 6, 1, 9, 5, 3, 10, 11, 3, 5, 7, 2]",3,536,0.0025173089998133946
HC,7,12,"[2, 10, 7, 11, 5, 8, 6, 3, 0, 4, 9, 1]",3,804,0.003771865000089747
HC,8,12,"[9, 3, 1, 7, 4, 8, 5, 0, 6, 10, 2, 11]",2,938,0.004449629999726312
HC,9,12,"[2, 10, 6, 11, 5, 8, 1, 9, 7, 3, 0, 11]",2,536,0.002612997999676736
HC,10,12,"[1, 5, 8, 1, 11, 2, 6, 9, 0, 4, 3, 7]",2,670,0.0031773960008649738
HC,11,12,"[6, 3, 9, 0, 8, 4, 11, 7, 2, 10, 5, 1]",1,804,0.003697115999784728
HC,12,12,"[9, 7, 0, 10, 1, 5, 6, 8, 11, 2, 4, 10]",2,670,0.003156096000566322
HC,13,12,"[3, 0, 9, 5, 10, 1, 11, 2, 8, 1, 7, 4]",2,804,0.003925480999896536
HC,14,12,"[8, 11, 1, 4, 6, 0, 3, 10, 7, 2, 10, 5]",2,536,0.0025662079997346154
HC,15,12,"[11, 4, 1, 9, 6, 10, 3, 7, 0, 2, 8, 5]",1,804,0.004787242999555019
HC,16,12,"[3, 5, 9, 1, 1, 7, 2, 0, 8, 4, 11, 10]",2,1072,0.005329713000719494
HC,17,12,"[10, 5, 0, 4, 0, 9, 11, 1, 3, 6, 2, 8]",3,670,0.003176875999997719
HC,18,12,"[6, 10, 2, 0, 5, 3, 9, 11, 4, 8, 3, 1]",2,670,0.0030745390004085493
HC,19,12,"[10, 8, 1, 2, 5, 3, 6, 9, 11, 4, 7, 0]",2,670,0.0031145870007094345
HC,20,12,"[2, 6, 10, 10, 5, 11, 9, 1, 3, 8, 0, 7]",1,670,0.0035470479997457005
HC,21,12,"[7, 2, 3, 8, 0, 5, 10, 6, 11, 0, 4, 1]",2,938,0.004591808000441233
HC,22,12,"[11, 7, 0, 4, 1, 10, 6, 2, 9, 5, 3, 5]",2,938,0.004401121999762836
HC,23,12,"[7, 4, 1, 3, 0, 6, 11, 8, 10, 0, 2, 9]",2,670,0.003258165000261215
HC,24,12,"[10, 6, 0, 2, 8, 6, 3, 1, 11, 5, 3, 7]",3,670,0.003086456999881193
HC,25,12,"[7, 3, 6, 11, 7, 10, 0, 5, 1, 9, 9, 2]",2,938,0.004376132000288635
HC,26,12,"[4, 8, 10, 5, 2, 0, 9, 4, 7, 1, 3, 11]",2,670,0.0031297059995267773
HC,27,12,"[9, 4, 2, 11, 3, 8, 10, 5, 0, 6, 1, 7]",1,938,0.004286633999981859
HC,28,12,"[3, 7, 2, 11, 5, 10, 0, 9, 4, 4, 1, 8]",1,938,0.00432453300072666
HC,29,12,"[7, 0, 4, 1, 8, 11, 9, 3, 5, 2, 10, 6]",0,938,0.004341071999988344
SA,0,12,"[8, 0, 5, 4, 9, 1, 10, 2, 6, 3, 7, 0]",2,466,0.0026000669995482895
SA,1,12,"[8, 3, 1, 6, 9, 6, 10, 0, 2, 5, 7, 11]",1,466,0.002467399999659392
SA,2,12,"[5, 0, 8, 4, 2, 8, 10, 7, 0, 3, 1, 6]",2,466,0.003297513000688923
SA,3,12,"[7, 6, 8, 11, 1, 3, 0, 10, 4, 9, 5, 2]",1,466,0.0026307469997846056
SA,4,12,"[1, 5, 7, 0, 11, 8, 2, 9, 6, 3, 0, 10]",1,466,0.002615147000142315
SA,5,12,"[6, 9, 3, 10, 8, 2, 4, 7, 0, 11, 1, 5]",1,466,0.0026500570002099266
SA,6,12,"[9, 0, 6, 4, 2, 11, 8, 10, 3, 1, 10, 7]",1,466,0.0024372100006075925
SA,7,12,"[4, 8, 6, 2, 7, 10, 0, 3, 5, 9, 11, 1]",1,466,0.002786344000014651
SA,8,12,"[6, 10, 7, 0, 3, 0, 8, 11, 4, 1, 10, 2]",2,466,0.0024823100002322462
SA,9,12,"[2, 10, 8, 3, 1, 4, 9, 0, 0, 7, 11, 6]",1,466,0.002731675000177347
SA,10,12,"[2, 6, 5, 9, 0, 3, 10, 7, 2, 4, 1, 8]",2,466,0.003005698999913875
SA,11,12,"[4, 7, 10, 0, 5, 10, 1, 9, 11, 2, 8, 3]",1,466,0.002447569999276311
SA,12,12,"[9, 1, 4, 2, 10, 8, 11, 0, 3, 7, 11, 8]",2,466,0.002538529000048584
SA,13,12,"[7, 3, 0, 6, 4, 11, 11, 8, 2, 5, 9, 1]",1,466,0.002422700999886729
SA,14,12,"[8, 11, 6, 1, 7, 10, 3, 0, 9, 5, 10, 2]",2,466,0.002434491000713024
SA,15,12,"[4, 9, 3, 8, 11, 2, 11, 6, 0, 5, 10, 1]",2,466,0.0024374820004595676
SA,16,12,"[7, 4, 6, 11, 9, 1, 5, 2, 10, 3, 0, 8]",0,317,0.0017022649999489659
SA,17,12,"[7, 3, 11, 6, 2, 0, 10, 1, 9, 5, 1, 4]",1,466,0.002840602999640396
SA,18,12,"[7, 2, 0, 3, 9, 11, 5, 8, 10, 1, 4, 6]",1,466,0.0024336810001841513
SA,19,12,"[4, 2, 7, 9, 1, 8, 0, 3, 6, 11, 5, 10]",0,265,0.00199609999981476
SA,20,12,"[3, 11, 9, 1, 10, 2, 0, 6, 8, 10, 5, 7]",1,466,0.002623277000566304
SA,21,12,"[6, 4, 11, 0, 3, 7, 2, 2, 9, 1, 8, 5]",1,466,0.002581329000349797
SA,22,12,"[10, 2, 5, 9, 4, 1, 8, 11, 3, 0, 7, 5]",1,466,0.00280450300033408
SA,23,12,"[4, 1, 5, 10, 2, 0, 8, 3, 7, 2, 11, 8]",2,466,0.0024346309992324677
SA,24,12,"[9, 4, 0, 5, 8, 11, 1, 7, 2, 6, 3, 10]",0,334,0.0017403250003553694
SA,25,12,"[3, 6, 10, 7, 0, 11, 5, 1, 9, 11, 8, 4]",1,466,0.002434251000522636
SA,26,12,"[6, 11, 7, 10, 0, 5, 10, 1, 9, 2, 8, 3]",1,466,0.0024443809998047072
SA,27,12,"[0, 7, 3, 11, 9, 1, 4, 6, 10, 2, 5, 8]",1,466,0.002554199000769586
SA,28,12,"[0, 6, 4, 7, 11, 8, 3, 1, 9, 2, 6, 1]",2,466,0.0024549210002078325
SA,29,12,"[9, 5, 10, 1, 4, 11, 7, 0, 2, 8, 1, 3]",1,466,0.0024399009998887777
random,0,12,"[5, 8, 1, 11, 6, 11, 0, 10, 3, 9, 5, 2]",3,150001,1.1488630470003045
random,1,12,"[11, 2, 6, 3, 1, 10, 8, 0, 7, 4, 2, 5]",2,150001,1.1522839170002044
random,2,12,"[7, 7, 3, 3, 0, 10, 4, 11, 5, 11, 9, 6]",3,150001,1.1562031160001425
random,3,12,"[10, 8, 6, 1, 9, 0, 0, 9, 7, 5, 2, 11]",2,150001,1.1686944839993885
random,4,12,"[6, 3, 5, 2, 8, 10, 2, 11, 1, 4, 7, 0]",2,150001,1.1663224989997616
random,5,12,"[10, 5, 9, 0, 6, 11, 7, 1, 1, 8, 2, 7]",3,150001,1.16473096000027
random,6,12,"[0, 10, 3, 1, 9, 7, 0, 11, 7, 5, 2, 6]",3,150001,1.167031532000692
random,7,12,"[4, 1, 1, 10, 7, 2, 8, 8, 11, 3, 0, 6]",3,150001,1.1442635979992701
random,8,12,"[5, 9, 1, 4, 0, 7, 10, 2, 11, 3, 8, 4]",2,150001,1.1841209639997032
random,9,12,"[1, 11, 8, 2, 11, 1, 10, 4, 0, 9, 3, 6]",2,150001,1.1626234960003785
random,10,12,"[2, 7, 7, 1, 8, 0, 5, 3, 9, 6, 10, 2]",2,150001,1.1792370980001579
random,11,12,"[0, 11, 7, 5, 9, 11, 1, 3, 6, 2, 4, 8]",3,150001,1.1489187979996132
random,12,12,"[6, 0, 11, 8, 4, 0, 10, 8, 1, 5, 7, 9]",2,150001,1.1432928679996621
random,13,12,"[4, 6, 1, 11, 2, 7, 9, 3, 0, 2, 10, 5]",1,150001,1.1520997380002882
random,14,12,"[8, 3, 2, 4, 1, 9, 11, 6, 4, 0, 8, 5]",3,150001,1.138451052000164
random,15,12,"[7, 0, 2, 5, 8, 0, 4, 10, 1, 10, 6, 11]",3,150001,1.1359599209999942
random,16,12,"[8, 6, 1, 7, 11, 1, 7, 10, 3, 0, 2, 9]",2,150001,1.1677559889994882
random,17,12,"[0, 7, 9, 6, 2, 4, 1, 11, 5, 10, 0, 3]",2,150001,1.158503393000501
random,18,12,"[11, 3, 1, 4, 8, 5, 9, 1, 6, 0, 2, 7]",2,150001,1.1439203549998638
random,19,12,"[5, 8, 10, 0, 7, 1, 4, 11, 2, 6, 9, 3]",2,150001,1.149786896000478
random,20,12,"[0, 4, 10, 7, 2, 6, 1, 11, 5, 0, 9, 3]",2,150001,1.1461472060000233
random,21,12,"[10, 7, 9, 0, 3, 1, 11, 1, 8, 5, 2, 4]",3,150001,1.1359375920001185
random,22,12,"[0, 2, 6, 9, 1, 8, 11, 3, 10, 7, 9, 4]",1,150001,1.136338969999997
random,23,12,"[9, 1, 6, 2, 10, 3, 11, 8, 5, 4, 0, 7]",2,150001,1.1346790730003704
random,24,12,"[6, 8, 0, 7, 3, 0, 9, 10, 5, 2, 4, 1]",2,150001,1.1482630780001273
random,25,12,"[2, 9, 7, 1, 11, 0, 0, 6, 3, 5, 10, 8]",2,150001,1.133515293000528
random,26,12,"[9, 0, 3, 1, 6, 9, 11, 7, 4, 2, 8, 5]",3,150001,1.201858362999701
random,27,12,"[10, 3, 9, 2, 10, 4, 0, 11, 9, 7, 5, 8]",3,150001,1.133435921000455
random,28,12,"[2, 7, 11, 11, 8, 5, 1, 10, 3, 7, 9, 4]",3,150001,1.1418140069999936
random,29,12,"[1, 7, 4, 10, 3, 0, 6, 11, 11, 2, 0, 9]",2,150001,1.126803729999665
GA,0,15,"[2, 6, 10, 3, 9, 5, 11, 12, 0, 4, 14, 13, 1, 8, 7]",14,200001,1.4306761610005196
GA,1,15,"[2, 14, 5, 10, 7, 11, 13, 12, 9, 8, 4, 6, 1, 0, 3]",13,200001,1.4307999319998999
GA,2,15,"[10, 13, 7, 1, 12, 3, 0, 6, 4, 11, 14, 8, 5, 2, 9]",1,6863,0.0505213910000748
GA,3,15,"[2, 12, 8, 1, 5, 9, 11, 6, 0, 3, 13, 4, 7, 14, 10]",2,12449,0.09115310099969065
GA,4,15,"[9, 11, 8, 10, 1, 13, 7, 14, 0, 12, 2, 3, 5, 6, 4]",9,200001,1.427898897999512
GA,5,15,"[2, 11, 3, 10, 6, 9, 0, 12, 14, 7, 1, 4, 8, 5, 13]",1,689,0.005589157000031264
GA,6,15,"[0, 13, 3, 9, 6, 12, 10, 4, 1, 14, 5, 7, 2, 11, 8]",1,1277,0.0103271420002784
GA,7,15,"[7, 9, 13, 1, 8, 11, 3, 2, 0, 5, 10, 12, 14, 6, 4]",1,29305,0.21616845799962903
GA,8,15,"[7, 3, 10, 12, 4, 9, 0, 6, 11, 14, 1, 13, 8, 5, 2]",1,2159,0.016910599000766524
GA,9,15,"[3, 6, 8, 11, 13, 7, 0, 4, 1, 10, 14, 9, 12, 5, 2]",1,116231,0.8389297679996162
GA,10,15,"[9, 14, 1, 8, 2, 0, 12, 7, 5, 3, 11, 13, 4, 6, 10]",1,171699,1.238267793999512
GA,11,15,"[11, 1, 12, 7, 5, 2, 9, 13, 3, 14, 6, 10, 0, 4, 8]",1,13037,0.0944020039996758
GA,12,15,"[8, 1, 9, 5, 13, 11, 0, 3, 12, 6, 2, 10, 7, 14, 4]",1,1767,0.014425507999476395
GA,13,15,"[14, 1, 3, 9, 7, 13, 10, 0, 2, 4, 12, 8, 5, 11, 6]",1,1277,0.010435869000502862
GA,14,15,"[0, 1, 5, 4, 14, 13, 7, 6, 3, 11, 2, 10, 9, 12, 8]",9,200001,1.4254150200004005
GA,15,15,"[4, 6, 11, 2, 12, 3, 8, 14, 9, 1, 5, 7, 0, 13, 10]",1,20975,0.1551156670002456
GA,16,15,"[5, 8, 2, 3, 1, 13, 4, 10, 11, 0, 14, 7, 9, 12, 6]",6,200001,1.5039354949994959
GA,17,15,"[0, 10, 8, 13, 11, 4, 14, 12, 6, 3, 7, 2, 1, 5, 9]",1,21073,0.15758981599992694
GA,18,15,"[5, 3, 4, 10, 8, 2, 9, 13, 6, 1, 11, 0, 7, 12, 14]",1,1767,0.014137445000415028
GA,19,15,"[1, 8, 6, 12, 0, 2, 14, 7, 13, 4, 9, 5, 10, 11, 3]",1,82617,0.6239781889998994
GA,20,15,"[12, 10, 6, 1, 7, 4, 0, 14, 8, 11, 5, 2, 13, 9, 3]",1,1375,0.013215273000241723
GA,21,15,"[1, 11, 9, 4, 10, 14, 0, 2, 5, 8, 12, 7, 3, 13, 6]",1,1179,0.009932979999575764
GA,22,15,"[1, 5, 13, 8, 10, 7, 3, 14, 11, 2, 6, 9, 12, 0, 4]",1,87223,0.6527107039992188
GA,23,15,"[8, 6, 13, 9, 0, 4, 7, 14, 3, 1, 10, 12, 2, 11, 5]",1,81147,0.6074937259991202
GA,24,15,"[2, 5, 13, 11, 7, 12, 3, 1, 8, 4, 9, 10, 0, 14, 6]",1,8627,0.06813722199967742
GA,25,15,"[11, 2, 4, 9, 3, 8, 13, 7, 12, 0, 6, 14, 5, 10, 1]",1,9019,0.06830714900024759
GA,26,15,"[6, 0, 9, 11, 13, 8, 4, 1, 12, 3, 5, 7, 14, 10, 2]",1,2159,0.01763934300015535
GA,27,15,"[12, 4, 10, 7, 6, 2, 9, 13, 3, 5, 11, 14, 1, 8, 0]",8,200001,1.4625189120006326
GA,28,15,"[8, 5, 7, 12, 14, 6, 1, 9, 2, 13, 3, 10, 0, 4, 11]",1,27443,0.2027014280001822
GA,29,15,"[3, 12, 10, 5, 1, 13, 0, 2, 6, 14, 9, 11, 8, 4, 7]",1,8235,0.060600873999646865
HC,0,15,"[9, 13, 4, 10, 0, 5, 1, 12, 14, 2, 8, 6, 3, 7, 11]",1,1696,0.013402710000264051
HC,1,15,"[3, 11, 2, 10, 5, 0, 12, 1, 6, 14, 7, 13, 8, 2, 4]",2,1696,0.0120046789998014
HC,2,15,"[9, 12, 14, 0, 8, 3, 1, 10, 7, 2, 4, 11, 13, 5, 6]",1,1484,0.010475817999576975
HC,3,15,"[0, 7, 3, 8, 12, 4, 1, 14, 2, 6, 13, 9, 5, 0, 10]",1,1696,0.012102375999347714
HC,4,15,"[11, 4, 8, 5, 3, 10, 14, 7, 9, 13, 8, 1, 6, 0, 2]",2,1908,0.01341611899988493
HC,5,15,"[7, 1, 3, 11, 0, 8, 4, 12, 14, 6, 10, 13, 2, 5, 9]",2,1908,0.014015497999935178
HC,6,15,"[10, 8, 6, 2, 13, 5, 12, 9, 4, 14, 3, 0, 7, 1, 11]",1,1484,0.011164353999447485
HC,7,15,"[1, 14, 8, 10, 2, 4, 9, 11, 0, 3, 12, 6, 7, 13, 2]",3,1484,0.010920349000116403
HC,8,15,"[0, 14, 12, 5, 7, 2, 13, 5, 9, 1, 6, 2, 11, 8, 4]",2,1484,0.01118061499983014
HC,9,15,"[6, 14, 3, 8, 3, 12, 2, 11, 5, 1, 4, 9, 0, 13, 7]",1,1484,0.010910788999353827
HC,10,15,"[14, 8, 1, 3, 12, 0, 2, 5, 9, 11, 13, 4, 6, 10, 7]",2,1484,0.010502648000510817
HC,11,15,"[5, 2, 4, 13, 0, 12, 9, 1, 14, 6, 8, 3, 11, 0, 7]",2,1696,0.012077847000000475
HC,12,15,"[8, 2, 11, 13, 10, 5, 3, 0, 4, 12, 14, 9, 6, 12, 1]",1,2120,0.0151161649991991
HC,13,15,"[3, 7, 13, 1, 9, 2, 5, 11, 4, 0, 4, 12, 14, 8, 6]",1,1908,0.01436061900039931
HC,14,15,"[7, 12, 8, 11, 13, 6, 2, 9, 1, 3, 14, 0, 4, 10, 5]",2,1696,0.012027547999423405
HC,15,15,"[10, 7, 0, 4, 1, 13, 6, 6, 11, 11, 14, 5, 2, 8, 3]",2,1484,0.010824072000104934
HC,16,15,"[6, 13, 3, 10, 8, 4, 1, 9, 0, 2, 7, 14, 12, 9, 5]",1,1696,0.012923009000587626
HC,17,15,"[12, 6, 11, 3, 5, 9, 4, 13, 0, 8, 1, 14, 7, 2, 10]",0,1484,0.011067155999626266
HC,18,15,"[5, 10, 2, 13, 11, 9, 0, 6, 4, 1, 12, 8, 3, 14, 7]",1,2120,0.01527158099997905
HC,19,15,"[2, 10, 5, 7, 0, 11, 14, 1, 13, 4, 9, 12, 3, 6, 12]",2,1484,0.011009157000444247
HC,20,15,"[1, 6, 11, 14, 2, 4, 8, 13, 0, 3, 5, 10, 12, 9, 11]",2,1272,0.010691544000110298
HC,21,15,"[5, 1, 10, 4, 13, 8, 2, 9, 7, 0, 14, 3, 6, 10, 12]",1,2332,0.017560594999849855
HC,22,15,"[11, 11, 5, 10, 4, 1, 3, 13, 9, 7, 0, 6, 14, 2, 8]",2,1484,0.012335340999925393
HC,23,15,"[10, 5, 11, 14, 3, 6, 2, 12, 8, 0, 13, 4, 10, 1, 7]",2,2120,0.015434926999660092
HC,24,15,"[4, 11, 1, 8, 10, 13, 9, 14, 0, 3, 12, 2, 7, 6, 14]",3,1272,0.00966825500017876
HC,25,15,"[14, 5, 11, 4, 6, 13, 9, 12, 0, 2, 6, 1, 3, 10, 8]",2,1272,0.009046436999597063
HC,26,15,"[13, 3, 7, 2, 8, 11, 1, 14, 0, 5, 0, 9, 6, 10, 1]",2,1484,0.01102749700021377
HC,27,15,"[13, 1, 7, 4, 8, 14, 0, 13, 3, 1, 12, 10, 5, 2, 11]",2,2120,0.015437908000421885
HC,28,15,"[1, 6, 2, 12, 2, 8, 10, 3, 14, 11, 7, 0, 9, 1, 4]",3,1272,0.009154174999821407
HC,29,15,"[0, 14, 6, 9, 11, 1, 7, 12, 2, 8, 1, 13, 5, 10, 4]",3,1272,0.009035136999955284
SA,0,15,"[2, 9, 6, 2, 7, 10, 1, 5, 14, 12, 3, 8, 13, 4, 0]",2,477,0.004371601000457304
SA,1,15,"[3, 5, 7, 13, 0, 6, 1, 5, 14, 9, 4, 8, 2, 12, 3]",3,477,0.003724124000655138
SA,2,15,"[9, 3, 10, 14, 7, 0, 2, 8, 5, 1, 4, 5, 11, 6, 12]",2,477,0.003652845999567944
SA,3,15,"[9, 4, 0, 13, 10, 7, 14, 12, 5, 8, 0, 11, 6, 2, 10]",2,477,0.003693676000693813
SA,4,15,"[13, 1, 8, 4, 0, 3, 14, 9, 7, 12, 1, 6, 2, 5, 11]",1,477,0.003682606000438682
SA,5,15,"[5, 12, 1, 11, 2, 6, 13, 10, 8, 11, 14, 7, 0, 4, 9]",2,477,0.003761914000278921
SA,6,15,"[9, 6, 4, 0, 12, 3, 7, 13, 11, 2, 14, 10, 1, 5, 8]",1,477,0.0038629219998256303
SA,7,15,"[0, 2, 4, 9, 12, 10, 13, 1, 5, 0, 14, 7, 10, 6, 3]",3,477,0.0037349049998738337
