algorithm_name,env_n,size,best_solution,H,states,time
random,19,10,"[5, 1, 4, 7, 3, 6, 9, 2, 0, 5]",1,100001,0.6808692939957837
HC,19,10,"[7, 1, 8, 5, 2, 0, 9, 4, 1, 3]",1,644,0.0022270270055742003
SA,19,10,"[0, 2, 6, 1, 7, 5, 3, 9, 4, 8]",1,457,0.0019228940000175498
GA,19,10,"[8, 2, 5, 1, 9, 4, 0, 7, 3, 6]",0,7549,0.04077446299925214
random,20,10,"[4, 7, 9, 2, 9, 1, 3, 0, 8, 6]",2,100001,0.6612986679974711
HC,20,10,"[8, 6, 3, 9, 7, 2, 0, 7, 1, 4]",2,368,0.0012659799976972863
SA,20,10,"[2, 5, 8, 1, 4, 0, 9, 6, 1, 3]",1,457,0.0019148349965689704
GA,20,10,"[4, 8, 1, 9, 2, 5, 7, 0, 3, 6]",0,34205,0.17917204900004435
random,21,10,"[7, 3, 1, 8, 0, 5, 9, 1, 6, 4]",2,100001,0.6775816910012509
HC,21,10,"[1, 3, 5, 8, 2, 9, 6, 1, 7, 0]",1,460,0.0016142120002768934
SA,21,10,"[5, 9, 1, 6, 8, 2, 0, 7, 9, 4]",1,457,0.001919715003168676
GA,21,10,"[7, 0, 2, 5, 8, 6, 9, 3, 1, 4]",0,4021,0.021731684006226715
random,22,10,"[5, 8, 6, 3, 0, 7, 1, 4, 2, 9]",1,100001,0.6757795550001902
HC,22,10,"[1, 4, 0, 7, 9, 2, 6, 1, 3, 5]",1,552,0.0019518229964887723
SA,22,10,"[9, 6, 2, 5, 1, 8, 4, 0, 7, 3]",1,457,0.0019216239961679094
GA,22,10,"[6, 0, 5, 8, 1, 3, 7, 2, 4, 9]",0,787,0.00440390600124374
random,23,10,"[6, 1, 9, 7, 3, 0, 2, 5, 9, 4]",2,100001,0.6704341419972479
HC,23,10,"[6, 3, 0, 4, 1, 9, 5, 2, 2, 8]",2,460,0.0016105120012070984
SA,23,10,"[1, 4, 6, 3, 0, 7, 4, 2, 5, 8]",1,457,0.0018970950040966272
GA,23,10,"[3, 7, 2, 4, 8, 0, 5, 9, 1, 6]",0,787,0.0043801060019177385
random,24,10,"[8, 0, 3, 7, 9, 2, 6, 4, 1, 5]",1,100001,0.6708588609981234
HC,24,10,"[1, 8, 0, 2, 9, 3, 6, 4, 7, 5]",2,460,0.0017228889992111363
SA,24,10,"[9, 3, 0, 8, 1, 5, 2, 0, 7, 4]",1,457,0.0019171149979229085
GA,24,10,"[9, 2, 4, 7, 1, 8, 6, 0, 3, 5]",0,493,0.0027133750045322813
random,25,10,"[8, 2, 0, 6, 0, 5, 1, 9, 7, 3]",1,100001,0.6683105619958951
HC,25,10,"[4, 2, 8, 2, 7, 3, 1, 9, 5, 0]",1,644,0.002255857005366124
SA,25,10,"[1, 4, 8, 0, 0, 7, 5, 2, 6, 9]",1,457,0.0019107340049231425
GA,25,10,"[3, 7, 1, 5, 9, 0, 6, 2, 8, 4]",7,100001,0.5328534959990066
random,26,10,"[8, 3, 1, 9, 7, 2, 0, 3, 6, 0]",2,100001,0.6759054020003532
HC,26,10,"[4, 2, 5, 3, 9, 0, 8, 4, 1, 7]",1,460,0.0016045619995566085
SA,26,10,"[3, 5, 7, 2, 6, 8, 1, 4, 0, 9]",1,457,0.0019203150004614145
GA,26,10,"[7, 0, 3, 1, 9, 5, 8, 2, 4, 6]",0,25091,0.13354601000173716
random,27,10,"[5, 2, 6, 9, 7, 1, 4, 0, 8, 4]",1,100001,0.675035022002703
HC,27,10,"[0, 6, 3, 1, 8, 4, 2, 9, 5, 1]",1,368,0.0013144890035619028
SA,27,10,"[4, 6, 9, 0, 5, 1, 8, 2, 7, 3]",1,457,0.0019136150003760122
GA,27,10,"[4, 6, 3, 0, 7, 5, 2, 9, 1, 8]",0,297,0.0016443709973827936
random,28,10,"[5, 1, 7, 9, 2, 6, 8, 3, 0, 4]",1,100001,0.6743224899983034
HC,28,10,"[5, 3, 8, 0, 8, 4, 2, 0, 9, 7]",2,368,0.001310637999267783
SA,28,10,"[6, 8, 2, 0, 9, 3, 1, 9, 7, 5]",1,457,0.0019218739980715327
GA,28,10,"[4, 6, 9, 5, 2, 0, 7, 3, 1, 8]",0,1277,0.006932185999175999
random,29,10,"[0, 6, 4, 7, 1, 8, 9, 5, 3, 8]",2,100001,0.675516521994723
HC,29,10,"[2, 4, 9, 7, 0, 3, 1, 5, 8, 6]",1,368,0.0013092890003463253
SA,29,10,"[7, 2, 6, 1, 9, 0, 0, 4, 8, 5]",1,457,0.001918465000926517
GA,29,10,"[4, 2, 5, 8, 6, 0, 3, 1, 7, 9]",0,689,0.0037604600001941435
random,0,12,"[5, 8, 1, 11, 6, 11, 0, 10, 3, 9, 5, 2]",3,150001,1.2690731670008972
HC,0,12,"[5, 10, 1, 7, 0, 2, 0, 8, 6, 11, 3, 11]",2,804,0.0038059590006014332
SA,0,12,"[8, 0, 5, 4, 9, 1, 10, 2, 6, 3, 7, 0]",2,466,0.0025792489977902733
GA,0,12,"[4, 8, 3, 5, 9, 11, 1, 10, 6, 2, 0, 7]",0,297,0.0021802490009577014
random,1,12,"[11, 2, 6, 3, 1, 10, 8, 0, 7, 4, 2, 5]",2,150001,1.3035085099982098
HC,1,12,"[11, 7, 11, 2, 0, 5, 3, 9, 6, 10, 8, 1]",2,670,0.0031036260043038055
SA,1,12,"[8, 3, 1, 6, 9, 6, 10, 0, 2, 5, 7, 11]",1,466,0.0025350700016133487
GA,1,12,"[7, 1, 8, 6, 2, 9, 11, 4, 0, 10, 3, 5]",0,45867,0.3021318009996321
random,2,12,"[7, 7, 3, 3, 0, 10, 4, 11, 5, 11, 9, 6]",3,150001,1.270470354000281
HC,2,12,"[11, 6, 0, 2, 5, 7, 2, 10, 8, 1, 4, 4]",2,670,0.00310918600007426
SA,2,12,"[5, 0, 8, 4, 2, 8, 10, 7, 0, 3, 1, 6]",2,466,0.0024956199995358475
GA,2,12,"[8, 6, 4, 2, 0, 9, 7, 10, 1, 3, 5, 11]",0,2845,0.019190904997230973
random,3,12,"[10, 8, 6, 1, 9, 0, 0, 9, 7, 5, 2, 11]",2,150001,1.277350069998647
HC,3,12,"[4, 2, 11, 5, 7, 10, 8, 6, 1, 3, 0, 9]",2,536,0.002788933998090215
SA,3,12,"[7, 6, 8, 11, 1, 3, 0, 10, 4, 9, 5, 2]",1,466,0.002577578998170793
GA,3,12,"[8, 2, 0, 3, 11, 7, 10, 4, 1, 5, 9, 6]",0,9901,0.0659997039983864
random,4,12,"[6, 3, 5, 2, 8, 10, 2, 11, 1, 4, 7, 0]",2,150001,1.3063921819993993
HC,4,12,"[10, 4, 9, 0, 2, 7, 1, 11, 0, 8, 3, 5]",1,938,0.0044828329992014915
SA,4,12,"[1, 5, 7, 0, 11, 8, 2, 9, 6, 3, 0, 10]",1,466,0.0025893780039041303
GA,4,12,"[8, 5, 7, 2, 0, 11, 9, 4, 6, 10, 3, 1]",0,3041,0.020442085005925037
random,5,12,"[10, 5, 9, 0, 6, 11, 7, 1, 1, 8, 2, 7]",3,150001,1.2799716880035703
HC,5,12,"[9, 2, 5, 7, 1, 11, 8, 6, 0, 3, 10, 4]",0,1072,0.005051898995588999
SA,5,12,"[6, 9, 3, 10, 8, 2, 4, 7, 0, 11, 1, 5]",1,466,0.0026257669960614294
GA,5,12,"[11, 4, 8, 1, 3, 9, 7, 2, 0, 6, 10, 5]",0,983,0.006794508997700177
random,6,12,"[0, 10, 3, 1, 9, 7, 0, 11, 7, 5, 2, 6]",3,150001,1.2556799839949235
HC,6,12,"[0, 6, 1, 9, 5, 3, 10, 11, 3, 5, 7, 2]",3,536,0.002509220998035744
SA,6,12,"[9, 0, 6, 4, 2, 11, 8, 10, 3, 1, 10, 7]",1,466,0.002497351000783965
GA,6,12,"[1, 4, 6, 8, 11, 5, 3, 0, 10, 7, 9, 2]",0,5589,0.036633320996770635
random,7,12,"[4, 1, 1, 10, 7, 2, 8, 8, 11, 3, 0, 6]",3,150001,1.2669212879991392
HC,7,12,"[2, 10, 7, 11, 5, 8, 6, 3, 0, 4, 9, 1]",3,804,0.003742490996955894
SA,7,12,"[4, 8, 6, 2, 7, 10, 0, 3, 5, 9, 11, 1]",1,466,0.0024788710070424713
GA,7,12,"[3, 5, 10, 1, 9, 6, 2, 0, 7, 11, 4, 8]",0,2453,0.0168506600020919
random,8,12,"[5, 9, 1, 4, 0, 7, 10, 2, 11, 3, 8, 4]",2,150001,1.293391610000981
HC,8,12,"[9, 3, 1, 7, 4, 8, 5, 0, 6, 10, 2, 11]",2,938,0.004388276000099722
SA,8,12,"[6, 10, 7, 0, 3, 0, 8, 11, 4, 1, 10, 2]",2,466,0.0025106300017796457
GA,8,12,"[8, 1, 9, 2, 5, 10, 0, 11, 4, 7, 3, 6]",0,1473,0.010255257002427243
random,9,12,"[1, 11, 8, 2, 11, 1, 10, 4, 0, 9, 3, 6]",2,150001,1.2880182369990507
HC,9,12,"[2, 10, 6, 11, 5, 8, 1, 9, 7, 3, 0, 11]",2,536,0.0025810689985519275
SA,9,12,"[2, 10, 8, 3, 1, 4, 9, 0, 0, 7, 11, 6]",1,466,0.002488071004336234
GA,9,12,"[11, 6, 4, 2, 5, 7, 10, 1, 3, 9, 0, 8]",2,150001,0.9635026969990577
random,10,12,"[2, 7, 7, 1, 8, 0, 5, 3, 9, 6, 10, 2]",2,150001,1.2557267129959655
HC,10,12,"[1, 5, 8, 1, 11, 2, 6, 9, 0, 4, 3, 7]",2,670,0.0031270760009647347
SA,10,12,"[2, 6, 5, 9, 0, 3, 10, 7, 2, 4, 1, 8]",2,466,0.002580009000666905
GA,10,12,"[4, 6, 10, 3, 5, 11, 8, 1, 7, 2, 0, 9]",0,1179,0.008022429996344727
random,11,12,"[0, 11, 7, 5, 9, 11, 1, 3, 6, 2, 4, 8]",3,150001,1.275125592997938
HC,11,12,"[6, 3, 9, 0, 8, 4, 11, 7, 2, 10, 5, 1]",1,804,0.0037564610029221512
SA,11,12,"[4, 7, 10, 0, 5, 10, 1, 9, 11, 2, 8, 3]",1,466,0.002561938999861013
GA,11,12,"[7, 5, 9, 2, 1, 10, 8, 11, 4, 0, 6, 3]",5,150001,0.9852909999972326
random,12,12,"[6, 0, 11, 8, 4, 0, 10, 8, 1, 5, 7, 9]",2,150001,1.2749142889952054
HC,12,12,"[9, 7, 0, 10, 1, 5, 6, 8, 11, 2, 4, 10]",2,670,0.0031853539985604584
SA,12,12,"[9, 1, 4, 2, 10, 8, 11, 0, 3, 7, 11, 8]",2,466,0.0025526199970045127
GA,12,12,"[8, 1, 5, 0, 6, 9, 11, 2, 4, 7, 3, 10]",0,885,0.00634495000122115
random,13,12,"[4, 6, 1, 11, 2, 7, 9, 3, 0, 2, 10, 5]",1,150001,1.2830166460043984
HC,13,12,"[3, 0, 9, 5, 10, 1, 11, 2, 8, 1, 7, 4]",2,804,0.003806530003203079
SA,13,12,"[7, 3, 0, 6, 4, 11, 11, 8, 2, 5, 9, 1]",1,466,0.002503039999282919
GA,13,12,"[0, 10, 8, 4, 2, 9, 11, 6, 1, 3, 5, 7]",0,787,0.005492720003530849
random,14,12,"[8, 3, 2, 4, 1, 9, 11, 6, 4, 0, 8, 5]",3,150001,1.260612897000101
HC,14,12,"[8, 11, 1, 4, 6, 0, 3, 10, 7, 2, 10, 5]",2,536,0.0025801989977480844
SA,14,12,"[8, 11, 6, 1, 7, 10, 3, 0, 9, 5, 10, 2]",2,466,0.002564759000961203
GA,14,12,"[8, 4, 0, 10, 5, 7, 1, 11, 2, 6, 9, 3]",0,885,0.006267661003221292
random,15,12,"[7, 0, 2, 5, 8, 0, 4, 10, 1, 10, 6, 11]",3,150001,1.2845294389990158
HC,15,12,"[11, 4, 1, 9, 6, 10, 3, 7, 0, 2, 8, 5]",1,804,0.0038832680002087727
SA,15,12,"[4, 9, 3, 8, 11, 2, 11, 6, 0, 5, 10, 1]",2,466,0.0025989479981944896
GA,15,12,"[10, 4, 9, 5, 8, 2, 0, 6, 1, 7, 11, 3]",0,3531,0.02348585199797526
random,16,12,"[8, 6, 1, 7, 11, 1, 7, 10, 3, 0, 2, 9]",2,150001,1.2944792739945115
HC,16,12,"[3, 5, 9, 1, 1, 7, 2, 0, 8, 4, 11, 10]",2,1072,0.005265265004709363
SA,16,12,"[7, 4, 6, 11, 9, 1, 5, 2, 10, 3, 0, 8]",0,317,0.0017747880046954378
GA,16,12,"[9, 11, 3, 5, 2, 8, 10, 0, 7, 1, 4, 6]",0,45083,0.29905963400233304
random,17,12,"[0, 7, 9, 6, 2, 4, 1, 11, 5, 10, 0, 3]",2,150001,1.2829530380040524
HC,17,12,"[10, 5, 0, 4, 0, 9, 11, 1, 3, 6, 2, 8]",3,670,0.003264513004978653
SA,17,12,"[7, 3, 11, 6, 2, 0, 10, 1, 9, 5, 1, 4]",1,466,0.002627638001285959
GA,17,12,"[7, 2, 0, 11, 6, 8, 3, 1, 4, 9, 5, 10]",0,689,0.0047936060000211
random,18,12,"[11, 3, 1, 4, 8, 5, 9, 1, 6, 0, 2, 7]",2,150001,1.3046030339974095
HC,18,12,"[6, 10, 2, 0, 5, 3, 9, 11, 4, 8, 3, 1]",2,670,0.003293241999926977
SA,18,12,"[7, 2, 0, 3, 9, 11, 5, 8, 10, 1, 4, 6]",1,466,0.002608507995319087
GA,18,12,"[6, 4, 0, 11, 9, 5, 10, 2, 7, 3, 1, 8]",0,53413,0.35752758599846857
random,19,12,"[5, 8, 10, 0, 7, 1, 4, 11, 2, 6, 9, 3]",2,150001,1.2997898690009606
HC,19,12,"[10, 8, 1, 2, 5, 3, 6, 9, 11, 4, 7, 0]",2,670,0.0032470730002387427
SA,19,12,"[4, 2, 7, 9, 1, 8, 0, 3, 6, 11, 5, 10]",0,265,0.0014858950016787276
GA,19,12,"[8, 6, 1, 10, 5, 0, 9, 11, 4, 2, 7, 3]",0,33323,0.21837851800228236
random,20,12,"[0, 4, 10, 7, 2, 6, 1, 11, 5, 0, 9, 3]",2,150001,1.2950907690028544
HC,20,12,"[2, 6, 10, 10, 5, 11, 9, 1, 3, 8, 0, 7]",1,670,0.0032555529978708364
SA,20,12,"[3, 11, 9, 1, 10, 2, 0, 6, 8, 10, 5, 7]",1,466,0.002763764998235274
GA,20,12,"[3, 10, 8, 11, 4, 2, 0, 6, 9, 7, 5, 1]",0,689,0.0051877859950764105
random,21,12,"[10, 7, 9, 0, 3, 1, 11, 1, 8, 5, 2, 4]",3,150001,1.293162456000573
HC,21,12,"[7, 2, 3, 8, 0, 5, 10, 6, 11, 0, 4, 1]",2,938,0.004379325000627432
SA,21,12,"[6, 4, 11, 0, 3, 7, 2, 2, 9, 1, 8, 5]",1,466,0.0025140310026472434
GA,21,12,"[1, 11, 5, 2, 0, 7, 6, 9, 4, 8, 10, 3]",10,150001,0.9762495559989475
random,22,12,"[0, 2, 6, 9, 1, 8, 11, 3, 10, 7, 9, 4]",1,150001,1.2694875369998044
HC,22,12,"[11, 7, 0, 4, 1, 10, 6, 2, 9, 5, 3, 5]",2,938,0.004319658000895288
SA,22,12,"[10, 2, 5, 9, 4, 1, 8, 11, 3, 0, 7, 5]",1,466,0.002533070000936277
GA,22,12,"[5, 3, 9, 4, 8, 11, 0, 2, 6, 1, 7, 10]",0,1081,0.007408434001263231
random,23,12,"[9, 1, 6, 2, 10, 3, 11, 8, 5, 4, 0, 7]",2,150001,1.277647003000311
HC,23,12,"[7, 4, 1, 3, 0, 6, 11, 8, 10, 0, 2, 9]",2,670,0.00311627599876374
SA,23,12,"[4, 1, 5, 10, 2, 0, 8, 3, 7, 2, 11, 8]",2,466,0.002499910995538812
GA,23,12,"[9, 6, 4, 0, 10, 3, 7, 11, 2, 8, 5, 1]",0,26169,0.17316119099996286
random,24,12,"[6, 8, 0, 7, 3, 0, 9, 10, 5, 2, 4, 1]",2,150001,1.2837240189983277
HC,24,12,"[10, 6, 0, 2, 8, 6, 3, 1, 11, 5, 3, 7]",3,670,0.0031132459989748895
SA,24,12,"[9, 4, 0, 5, 8, 11, 1, 7, 2, 6, 3, 10]",0,334,0.0017936869990080595
GA,24,12,"[6, 9, 1, 4, 11, 7, 10, 2, 0, 5, 3, 8]",0,1179,0.00833765199786285
random,25,12,"[2, 9, 7, 1, 11, 0, 0, 6, 3, 5, 10, 8]",2,150001,1.2805673539987765
HC,25,12,"[7, 3, 6, 11, 7, 10, 0, 5, 1, 9, 9, 2]",2,938,0.004556482002953999
SA,25,12,"[3, 6, 10, 7, 0, 11, 5, 1, 9, 11, 8, 4]",1,466,0.0025883089983835816
GA,25,12,"[3, 8, 11, 7, 2, 0, 6, 1, 10, 5, 9, 4]",0,113879,0.753094500003499
random,26,12,"[9, 0, 3, 1, 6, 9, 11, 7, 4, 2, 8, 5]",3,150001,1.2847204959980445
HC,26,12,"[4, 8, 10, 5, 2, 0, 9, 4, 7, 1, 3, 11]",2,670,0.0032470720034325495
SA,26,12,"[6, 11, 7, 10, 0, 5, 10, 1, 9, 2, 8, 3]",1,466,0.0025836080021690577
GA,26,12,"[6, 1, 11, 7, 3, 10, 2, 5, 9, 0, 4, 8]",0,5589,0.0369854629971087
random,27,12,"[10, 3, 9, 2, 10, 4, 0, 11, 9, 7, 5, 8]",3,150001,1.303773193001689
HC,27,12,"[9, 4, 2, 11, 3, 8, 10, 5, 0, 6, 1, 7]",1,938,0.00453417200333206
SA,27,12,"[0, 7, 3, 11, 9, 1, 4, 6, 10, 2, 5, 8]",1,466,0.002588827999716159
GA,27,12,"[11, 4, 8, 0, 7, 9, 5, 6, 2, 1, 10, 3]",10,150001,0.9893073350031045
random,28,12,"[2, 7, 11, 11, 8, 5, 1, 10, 3, 7, 9, 4]",3,150001,1.3101647319999756
HC,28,12,"[3, 7, 2, 11, 5, 10, 0, 9, 4, 4, 1, 8]",1,938,0.004595540005539078
SA,28,12,"[0, 6, 4, 7, 11, 8, 3, 1, 9, 2, 6, 1]",2,466,0.002601527994556818
GA,28,12,"[4, 2, 11, 9, 6, 3, 0, 10, 7, 5, 1, 8]",0,689,0.004943332998664118
random,29,12,"[1, 7, 4, 10, 3, 0, 6, 11, 11, 2, 0, 9]",2,150001,1.3077919379938976
HC,29,12,"[7, 0, 4, 1, 8, 11, 9, 3, 5, 2, 10, 6]",0,938,0.004595850994519424
SA,29,12,"[9, 5, 10, 1, 4, 11, 7, 0, 2, 8, 1, 3]",1,466,0.002591127995401621
GA,29,12,"[7, 1, 8, 6, 0, 3, 10, 4, 9, 11, 5, 2]",0,25875,0.17150302999652922
random,0,15,"[12, 1, 12, 4, 0, 3, 5, 11, 14, 4, 0, 13, 8, 2, 9]",5,200001,2.4088872309948783
HC,0,15,"[9, 13, 4, 10, 0, 5, 1, 12, 14, 2, 8, 6, 3, 7, 11]",1,1696,0.012749347995850258
SA,0,15,"[2, 9, 6, 2, 7, 10, 1, 5, 14, 12, 3, 8, 13, 4, 0]",2,477,0.003936975997930858
GA,0,15,"[2, 6, 10, 3, 9, 5, 11, 12, 0, 4, 14, 13, 1, 8, 7]",14,200001,1.800709053000901
random,1,15,"[11, 3, 0, 13, 10, 5, 14, 0, 11, 8, 2, 6, 1, 9, 1]",4,200001,2.4226594250067137
HC,1,15,"[3, 11, 2, 10, 5, 0, 12, 1, 6, 14, 7, 13, 8, 2, 4]",2,1696,0.012705298002401832
SA,1,15,"[3, 5, 7, 13, 0, 6, 1, 5, 14, 9, 4, 8, 2, 12, 3]",3,477,0.003943267001886852
GA,1,15,"[2, 14, 5, 10, 7, 11, 13, 12, 9, 8, 4, 6, 1, 0, 3]",13,200001,1.8184993800023221
random,2,15,"[13, 6, 10, 14, 4, 0, 9, 11, 1, 7, 11, 13, 8, 10, 5]",3,200001,2.4409334209994995
HC,2,15,"[9, 12, 14, 0, 8, 3, 1, 10, 7, 2, 4, 11, 13, 5, 6]",1,1484,0.011156194996146951
SA,2,15,"[9, 3, 10, 14, 7, 0, 2, 8, 5, 1, 4, 5, 11, 6, 12]",2,477,0.0038851289937156253
GA,2,15,"[12, 4, 9, 13, 6, 1, 3, 11, 0, 8, 5, 2, 10, 7, 14]",0,6863,0.06354755299980752
random,3,15,"[10, 13, 4, 12, 3, 0, 2, 11, 8, 14, 1, 1, 13, 9, 7]",3,200001,2.434502734002308
HC,3,15,"[0, 7, 3, 8, 12, 4, 1, 14, 2, 6, 13, 9, 5, 0, 10]",1,1696,0.012744906998705119
SA,3,15,"[9, 4, 0, 13, 10, 7, 14, 12, 5, 8, 0, 11, 6, 2, 10]",2,477,0.003912697000487242
GA,3,15,"[4, 9, 11, 0, 5, 10, 1, 14, 8, 3, 13, 7, 2, 12, 6]",0,12449,0.11515388699626783
random,4,15,"[8, 0, 13, 6, 1, 12, 7, 13, 3, 5, 2, 9, 6, 4, 14]",4,200001,2.3939601840029354
HC,4,15,"[11, 4, 8, 5, 3, 10, 14, 7, 9, 13, 8, 1, 6, 0, 2]",2,1908,0.014107214999967255
SA,4,15,"[13, 1, 8, 4, 0, 3, 14, 9, 7, 12, 1, 6, 2, 5, 11]",1,477,0.003674842999316752
GA,4,15,"[9, 11, 8, 10, 1, 13, 7, 14, 0, 12, 2, 3, 5, 6, 4]",9,200001,1.796406504996412
random,5,15,"[7, 3, 1, 3, 7, 9, 4, 2, 13, 6, 6, 12, 0, 5, 8]",3,200001,2.3550611679966096
HC,5,15,"[7, 1, 3, 11, 0, 8, 4, 12, 14, 6, 10, 13, 2, 5, 9]",2,1908,0.01332965400069952
SA,5,15,"[5, 12, 1, 11, 2, 6, 13, 10, 8, 11, 14, 7, 0, 4, 9]",2,477,0.003704601993376855
GA,5,15,"[11, 3, 10, 6, 9, 0, 12, 14, 7, 1, 4, 8, 5, 13, 2]",0,689,0.0066836909973062575
random,6,15,"[14, 4, 6, 0, 11, 7, 3, 13, 8, 1, 9, 2, 0, 9, 12]",4,200001,2.3680439299932914
HC,6,15,"[10, 8, 6, 2, 13, 5, 12, 9, 4, 14, 3, 0, 7, 1, 11]",1,1484,0.010335226004826836
SA,6,15,"[9, 6, 4, 0, 12, 3, 7, 13, 11, 2, 14, 10, 1, 5, 8]",1,477,0.0037307509992388077
GA,6,15,"[13, 0, 3, 9, 6, 12, 10, 4, 1, 14, 5, 7, 2, 11, 8]",0,1277,0.012265019002370536
random,7,15,"[9, 3, 10, 7, 2, 6, 2, 4, 8, 12, 5, 13, 1, 5, 0]",4,200001,2.3582130040013
HC,7,15,"[1, 14, 8, 10, 2, 4, 9, 11, 0, 3, 12, 6, 7, 13, 2]",3,1484,0.0104031219962053
SA,7,15,"[0, 2, 4, 9, 12, 10, 13, 1, 5, 0, 14, 7, 10, 6, 3]",3,477,0.003833378999843262
GA,7,15,"[2, 9, 13, 1, 8, 11, 3, 12, 0, 5, 10, 14, 6, 4, 7]",0,29305,0.26694008499907795
random,8,15,"[11, 5, 2, 4, 1, 14, 6, 2, 10, 8, 13, 9, 3, 0, 6]",4,200001,2.3556030260006082
HC,8,15,"[0, 14, 12, 5, 7, 2, 13, 5, 9, 1, 6, 2, 11, 8, 4]",2,1484,0.010520771000301465
SA,8,15,"[13, 6, 9, 5, 8, 1, 12, 2, 7, 7, 0, 3, 9, 4, 14]",2,477,0.0037061330003780313
GA,8,15,"[7, 2, 10, 12, 4, 9, 0, 6, 11, 14, 1, 13, 8, 5, 3]",0,2159,0.020420364999154117
random,9,15,"[5, 10, 11, 3, 12, 2, 13, 10, 7, 13, 8, 14, 0, 8, 6]",5,200001,2.3772734419981134
HC,9,15,"[6, 14, 3, 8, 3, 12, 2, 11, 5, 1, 4, 9, 0, 13, 7]",1,1484,0.011354310001479462
SA,9,15,"[6, 1, 13, 10, 3, 9, 14, 12, 2, 0, 5, 7, 4, 11, 8]",2,477,0.003892907996487338
GA,9,15,"[3, 14, 8, 11, 13, 7, 0, 4, 1, 10, 6, 2, 12, 5, 9]",0,116231,1.0592688859978807
random,10,15,"[0, 12, 14, 7, 5, 1, 14, 8, 0, 2, 4, 13, 9, 12, 3]",4,200001,2.4293100670038257
HC,10,15,"[14, 8, 1, 3, 12, 0, 2, 5, 9, 11, 13, 4, 6, 10, 7]",2,1484,0.011109105995274149
SA,10,15,"[11, 9, 5, 12, 0, 4, 13, 7, 10, 14, 2, 6, 1, 3, 8]",0,273,0.0022618969960603863
GA,10,15,"[9, 3, 1, 8, 2, 0, 12, 7, 5, 13, 11, 14, 4, 6, 10]",0,171699,1.573066133998509
random,11,15,"[13, 11, 5, 14, 11, 1, 4, 1, 10, 0, 9, 0, 13, 3, 7]",4,200001,2.3802601210045395
HC,11,15,"[5, 2, 4, 13, 0, 12, 9, 1, 14, 6, 8, 3, 11, 0, 7]",2,1696,0.012043753995385487
SA,11,15,"[7, 2, 6, 11, 0, 4, 12, 5, 3, 1, 13, 8, 14, 0, 3]",2,477,0.003855727998598013
GA,11,15,"[11, 3, 12, 7, 4, 2, 9, 13, 1, 14, 6, 10, 0, 5, 8]",0,13037,0.12008161000267137
random,12,15,"[8, 1, 13, 4, 8, 0, 3, 6, 10, 14, 11, 9, 5, 2, 0]",4,200001,2.314841332998185
HC,12,15,"[8, 2, 11, 13, 10, 5, 3, 0, 4, 12, 14, 9, 6, 12, 1]",1,2120,0.014872687002934981
SA,12,15,"[5, 0, 12, 9, 4, 8, 1, 14, 10, 2, 6, 11, 13, 7, 3]",1,477,0.0036977720010327175
GA,12,15,"[1, 9, 5, 13, 11, 0, 3, 12, 6, 2, 10, 7, 14, 4, 8]",0,1767,0.016649164994305465
random,13,15,"[5, 11, 8, 14, 2, 8, 13, 0, 0, 4, 1, 12, 6, 3, 1]",4,200001,2.348574812996958
HC,13,15,"[3, 7, 13, 1, 9, 2, 5, 11, 4, 0, 4, 12, 14, 8, 6]",1,1908,0.01364901600027224
SA,13,15,"[11, 7, 1, 6, 2, 12, 10, 3, 13, 9, 2, 4, 0, 14, 8]",2,477,0.0037226919957902282
GA,13,15,"[1, 3, 9, 7, 13, 10, 14, 2, 4, 12, 8, 5, 11, 6, 0]",0,1277,0.011951685999520123
random,14,15,"[1, 9, 7, 14, 12, 3, 13, 0, 2, 6, 1, 11, 8, 10, 4]",4,200001,2.3232622330033337
HC,14,15,"[7, 12, 8, 11, 13, 6, 2, 9, 1, 3, 14, 0, 4, 10, 5]",2,1696,0.011745951996999793
SA,14,15,"[11, 0, 3, 10, 6, 13, 9, 13, 1, 5, 2, 8, 12, 4, 12]",2,477,0.003800289996434003
GA,14,15,"[0, 1, 5, 4, 14, 13, 7, 6, 3, 11, 2, 10, 9, 12, 8]",9,200001,1.8144742469958146
random,15,15,"[0, 7, 9, 12, 3, 1, 6, 4, 2, 14, 11, 13, 4, 8, 5]",4,200001,2.378298198003904
HC,15,15,"[10, 7, 0, 4, 1, 13, 6, 6, 11, 11, 14, 5, 2, 8, 3]",2,1484,0.01092820000485517
SA,15,15,"[10, 14, 0, 8, 4, 7, 13, 11, 14, 12, 3, 5, 13, 1, 9]",2,477,0.0038298500003293157
GA,15,15,"[11, 2, 12, 3, 8, 13, 9, 1, 5, 7, 0, 10, 14, 4, 6]",0,20975,0.19288805299584055
random,16,15,"[13, 11, 1, 7, 5, 3, 11, 0, 10, 6, 4, 2, 0, 8, 14]",4,200001,2.415353177006182
HC,16,15,"[6, 13, 3, 10, 8, 4, 1, 9, 0, 2, 7, 14, 12, 9, 5]",1,1696,0.012454914998670574
SA,16,15,"[6, 2, 10, 1, 9, 2, 5, 11, 4, 0, 12, 14, 7, 13, 3]",2,477,0.003892805994837545
GA,16,15,"[5, 8, 2, 3, 1, 13, 4, 10, 11, 0, 14, 7, 9, 12, 6]",6,200001,1.82956547899812
random,17,15,"[6, 10, 12, 4, 0, 0, 14, 2, 2, 13, 8, 13, 11, 1, 5]",5,200001,2.4434376120043453
